name,version,directory,repository,summary,from package.json,from license,from readme
os-homedir,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/tildify/node_modules/os-homedir,git+https://github.com/sindresorhus/os-homedir,MIT,MIT,MIT,MIT
os-tmpdir,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/home-or-tmp/node_modules/os-tmpdir,git+https://github.com/sindresorhus/os-tmpdir,MIT,MIT,MIT,MIT
osenv,0.1.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/npmconf/node_modules/osenv,git+https://github.com/npm/osenv,ISC,ISC,ISC,
outpipe,1.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/outpipe,http://github.com/substack/outpipe,MIT,MIT,MIT,MIT
output-file-sync,1.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/output-file-sync,git+https://github.com/shinnn/output-file-sync,MIT,MIT,MIT,MIT
pako,0.2.7,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/browserify-zlib/node_modules/pako,http://github.com/nodeca/pako,MIT,MIT,MIT,MIT
pangyp,2.3.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp,http://github.com/rvagg/pangyp,MIT,,MIT,MIT
parents,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/parents,http://github.com/substack/node-parents,MIT,MIT,MIT,MIT
parse-asn1,3.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/crypto-browserify/node_modules/browserify-sign/node_modules/parse-asn1,http://github.com/crypto-browserify/parse-asn1,ISC,ISC,,
parse-glob,3.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/parse-glob,http://github.com/jonschlinkert/parse-glob,MIT,MIT,MIT,MIT
parseurl,1.3.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/parseurl,git+https://github.com/expressjs/parseurl,MIT,MIT,MIT,
path-browserify,0.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/path-browserify,http://github.com/substack/path-browserify,MIT,MIT,MIT,
path-exists,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/path-exists,git+https://github.com/sindresorhus/path-exists,MIT,MIT,MIT,MIT
path-is-absolute,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/path-is-absolute,git+https://github.com/sindresorhus/path-is-absolute,MIT,MIT,MIT,MIT
path-is-inside,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/path-is-inside,http://github.com/domenic/path-is-inside,WTFPL,WTFPL,WTFPL,
path-platform,0.11.15,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/parents/node_modules/path-platform,git+ssh://git@github.com/tjfontaine/node-path-platform,MIT,MIT,MIT,
path-to-regexp,0.1.7,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/path-to-regexp,git+https://github.com/component/path-to-regexp,MIT,MIT,MIT,MIT
pbkdf2,3.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/crypto-browserify/node_modules/pbkdf2,git+https://github.com/crypto-browserify/pbkdf2,MIT,MIT,MIT,
prelude-ls,1.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/optionator/node_modules/prelude-ls,http://github.com/gkz/prelude-ls,MIT,MIT,,
preserve,0.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/braces/node_modules/preserve,http://github.com/jonschlinkert/preserve,MIT,MIT,MIT,MIT
pretty-hrtime,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/pretty-hrtime,http://github.com/robrich/pretty-hrtime,MIT,MIT,,
private,0.1.6,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/private,http://github.com/benjamn/private,MIT,MIT,,
process,0.11.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/process,http://github.com/shtylman/node-process,MIT,,MIT,
process-nextick-args,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-minify-css/node_modules/readable-stream/node_modules/process-nextick-args,git+https://github.com/calvinmetcalf/process-nextick-args,MIT,MIT,,
proto-list,1.2.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/npmconf/node_modules/config-chain/node_modules/proto-list,git+https://github.com/isaacs/proto-list,ISC,ISC,ISC,
proxy-addr,1.0.8,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/proxy-addr,git+https://github.com/jshttp/proxy-addr,MIT,MIT,MIT,
public-encrypt,2.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/crypto-browserify/node_modules/public-encrypt,git+https://github.com/crypto-browserify/publicEncrypt,MIT,MIT,,
punycode,1.3.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/punycode,git+https://github.com/bestiejs/punycode.js,MIT,MIT,,
q,1.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/commoner/node_modules/q,http://github.com/kriskowal/q,MIT,MIT,,MIT
qs,4.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/qs,git+https://github.com/hapijs/qs,BSD-3-Clause,BSD-3-Clause,,
qs,2.3.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/request/node_modules/qs,git+https://github.com/hapijs/qs,BSD,BSD,,
qs,2.4.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react-router/node_modules/qs,git+https://github.com/hapijs/qs,BSD,BSD,,
querystring,0.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/url/node_modules/querystring,http://github.com/Gozala/querystring,MIT,MIT,,
querystring-es3,0.2.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/querystring-es3,http://github.com/mike-spainhower/querystring,MIT,MIT,,
randomatic,1.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/braces/node_modules/expand-range/node_modules/fill-range/node_modules/randomatic,git+https://github.com/jonschlinkert/randomatic,MIT,MIT,,MIT
randombytes,2.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/crypto-browserify/node_modules/randombytes,git+ssh://git@github.com/crypto-browserify/randombytes,MIT,MIT,,
range-parser,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/range-parser,git+https://github.com/jshttp/range-parser,MIT,MIT,MIT,
react,0.13.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react,git+https://github.com/facebook/react,BSD-3-Clause,BSD-3-Clause,,
react-redux,0.2.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react-redux,git+https://github.com/gaearon/react-redux,MIT,MIT,,
react-router,1.0.0-beta3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react-router,git+https://github.com/rackt/react-router,MIT,MIT,,
read-only-stream,1.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/read-only-stream,http://github.com/substack/read-only-stream,MIT,MIT,MIT,MIT
readable-stream,2.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-minify-css/node_modules/readable-stream,http://github.com/nodejs/readable-stream,MIT,MIT,,
readable-stream,1.1.13,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-minify-css/node_modules/vinyl-bufferstream/node_modules/bufferstreams/node_modules/readable-stream,http://github.com/isaacs/readable-stream,MIT,MIT,,
readable-stream,1.0.33,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-plumber/node_modules/through2/node_modules/readable-stream,http://github.com/isaacs/readable-stream,MIT,MIT,,
readable-wrap,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/read-only-stream/node_modules/readable-wrap,http://github.com/substack/readable-wrap,MIT,MIT,,MIT
readdirp,1.4.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/chokidar/node_modules/readdirp,http://github.com/thlorenz/readdirp,MIT,MIT,MIT,
readline2,0.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/inquirer/node_modules/readline2,git+https://github.com/SBoudrias/readline2,MIT,MIT,,MIT
recast,0.10.24,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/recast,http://github.com/benjamn/recast,MIT,MIT,,
recast,0.10.28,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regexpu/node_modules/recast,http://github.com/benjamn/recast,MIT,MIT,,
rechoir,0.6.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/liftoff/node_modules/rechoir,http://github.com/tkellen/node-rechoir,MIT,MIT,,
redux,1.0.0-rc,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/redux,git+https://github.com/gaearon/redux,MIT,MIT,MIT,
regenerate,1.2.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regexpu/node_modules/regenerate,git+https://github.com/mathiasbynens/regenerate,MIT,MIT,,
regenerator,0.8.35,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator,http://github.com/facebook/regenerator,BSD,BSD,BSD,
regex-cache,0.4.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/regex-cache,http://github.com/jonschlinkert/regex-cache,MIT,MIT,MIT,MIT
regexpu,1.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regexpu,git+https://github.com/mathiasbynens/regexpu,MIT,MIT,,
regjsgen,0.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regexpu/node_modules/regjsgen,http://github.com/d10/regjsgen,MIT,MIT,,
regjsparser,0.1.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regexpu/node_modules/regjsparser,git+ssh://git@github.com/jviereck/regjsparser,BSD,BSD,,
repeat-element,1.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/braces/node_modules/repeat-element,http://github.com/jonschlinkert/repeat-element,MIT,MIT,MIT,MIT
repeat-string,1.5.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/yargs/node_modules/cliui/node_modules/right-align/node_modules/align-text/node_modules/repeat-string,http://github.com/jonschlinkert/repeat-string,MIT,MIT,MIT,MIT
repeating,1.1.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/repeating,git+https://github.com/sindresorhus/repeating,MIT,MIT,MIT,MIT
replace-ext,0.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/replace-ext,http://github.com/wearefractal/replace-ext,MIT,MIT,,
request,2.60.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/request,git+https://github.com/request/request,Apache;Apache-2.0,Apache-2.0,Apache,
request,2.51.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/request,git+https://github.com/request/request,Apache;Apache-2.0,Apache-2.0,Apache,
resolve,1.1.6,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/resolve,http://github.com/substack/node-resolve,MIT,MIT,MIT,MIT
right-align,0.1.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/yargs/node_modules/cliui/node_modules/right-align,http://github.com/jonschlinkert/right-align,MIT,MIT,MIT,MIT
rimraf,2.2.8,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/rimraf,http://github.com/isaacs/rimraf,MIT,MIT,,
ripemd160,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/crypto-browserify/node_modules/create-hash/node_modules/ripemd160,git+https://github.com/crypto-browserify/ripemd160,BSD-3-Clause,BSD-3-Clause,,
run-async,0.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/inquirer/node_modules/run-async,http://github.com/SBoudrias/run-async,MIT,MIT,MIT,MIT
rx-lite,2.5.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/inquirer/node_modules/rx-lite,git+https://github.com/Reactive-Extensions/RxJS,Apache License, Version 2.0,Apache License, Version 2.0,,
sass-graph,2.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/sass-graph,git+https://github.com/xzyfer/sass-graph,MIT,MIT,,MIT
semver,4.3.6,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/semver,http://github.com/npm/node-semver,ISC,ISC,ISC,
send,0.13.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/send,git+https://github.com/pillarjs/send,MIT,MIT,MIT,
sequencify,0.0.7,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/orchestrator/node_modules/sequencify,http://github.com/robrich/sequencify,MIT,MIT,,
serve-static,1.10.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/serve-static,git+https://github.com/expressjs/serve-static,MIT,MIT,MIT,
sha.js,2.3.6,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/shasum/node_modules/sha.js,http://github.com/crypto-browserify/sha.js,MIT,MIT,,MIT
sha.js,2.4.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/crypto-browserify/node_modules/create-hash/node_modules/sha.js,http://github.com/crypto-browserify/sha.js,MIT,MIT,,MIT
shasum,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/shasum,http://github.com/dominictarr/shasum,MIT,MIT,,MIT
shebang-regex,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/shebang-regex,git+https://github.com/sindresorhus/shebang-regex,MIT,MIT,MIT,MIT
shell-quote,0.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/shell-quote,http://github.com/substack/node-shell-quote,MIT,MIT,,MIT
shell-quote,1.4.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/outpipe/node_modules/shell-quote,git+ssh://git@github.com/substack/node-shell-quote,MIT,MIT,MIT,MIT
sigmund,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-if/node_modules/gulp-match/node_modules/minimatch/node_modules/sigmund,http://github.com/isaacs/sigmund,ISC,ISC,ISC,
simple-fmt,0.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/defs/node_modules/simple-fmt,git+https://github.com/olov/simple-fmt,MIT,MIT,,MIT
simple-is,0.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/defs/node_modules/simple-is,git+https://github.com/olov/simple-is,MIT,MIT,,
slash,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/slash,http://github.com/sindresorhus/slash,MIT,MIT,,MIT
sntp,0.2.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/request/node_modules/hawk/node_modules/sntp,http://github.com/hueniverse/sntp,BSD,BSD,,
sntp,1.0.9,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/request/node_modules/hawk/node_modules/sntp,http://github.com/hueniverse/sntp,BSD,BSD,,
source-map,0.1.43,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-minify-css/node_modules/vinyl-sourcemaps-apply/node_modules/source-map,git+ssh://git@github.com/mozilla/source-map,BSD,BSD,,
source-map,0.4.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/source-map,git+ssh://git@github.com/mozilla/source-map,BSD-3-Clause,BSD-3-Clause,,
source-map,0.1.31,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react/node_modules/envify/node_modules/jstransform/node_modules/source-map,git+ssh://git@github.com/mozilla/source-map,BSD,BSD,,
source-map,0.1.32,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/source-map-support/node_modules/source-map,git+ssh://git@github.com/mozilla/source-map,BSD,BSD,,
source-map,0.1.34,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-uglify/node_modules/uglify-js/node_modules/source-map,git+ssh://git@github.com/mozilla/source-map,BSD,BSD,,
source-map-support,0.2.10,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/source-map-support,git+https://github.com/evanw/node-source-map-support,MIT,MIT,MIT,
sprintf-js,1.0.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/js-yaml/node_modules/argparse/node_modules/sprintf-js,git+https://github.com/alexei/sprintf.js,BSD;BSD-3-Clause,BSD-3-Clause,,BSD
stable,0.1.5,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/defs/node_modules/alter/node_modules/stable,git+https://github.com/Two-Screen/stable,MIT,MIT,,MIT
statuses,1.2.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/send/node_modules/statuses,git+https://github.com/jshttp/statuses,MIT,MIT,MIT,
stream-browserify,2.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/stream-browserify,http://github.com/substack/stream-browserify,MIT,MIT,MIT,MIT
stream-combiner2,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/module-deps/node_modules/stream-combiner2,http://github.com/substack/stream-combiner2,MIT,MIT,,MIT
stream-consume,0.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/orchestrator/node_modules/stream-consume,git+https://github.com/aroneous/stream-consume,MIT,MIT,,MIT
stream-http,1.4.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/stream-http,http://github.com/jhiesey/stream-http,MIT,MIT,MIT,
stream-splicer,1.3.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/labeled-stream-splicer/node_modules/stream-splicer,http://github.com/substack/stream-splicer,MIT,MIT,MIT,MIT
string_decoder,0.10.31,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-minify-css/node_modules/readable-stream/node_modules/string_decoder,http://github.com/rvagg/string_decoder,MIT,MIT,,
stringmap,0.2.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/defs/node_modules/stringmap,git+https://github.com/olov/stringmap,MIT,MIT,,
stringset,0.2.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/defs/node_modules/stringset,git+https://github.com/olov/stringset,MIT,MIT,,
stringstream,0.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/request/node_modules/stringstream,git+https://github.com/mhart/StringStream,MIT,MIT,MIT,
strip-ansi,2.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/inquirer/node_modules/readline2/node_modules/strip-ansi,git+https://github.com/sindresorhus/strip-ansi,MIT,MIT,,MIT
strip-ansi,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/chalk/node_modules/strip-ansi,git+https://github.com/sindresorhus/strip-ansi,MIT,MIT,MIT,MIT
strip-bom,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sourcemaps/node_modules/strip-bom,http://github.com/sindresorhus/strip-bom,MIT,MIT,,MIT
strip-json-comments,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint-config-airbnb/node_modules/strip-json-comments,git+https://github.com/sindresorhus/strip-json-comments,MIT,MIT,,MIT
strip-json-comments,1.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/strip-json-comments,git+https://github.com/sindresorhus/strip-json-comments,MIT,MIT,MIT,MIT
subarg,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/subarg,http://github.com/substack/subarg,MIT,MIT,MIT,MIT
success-symbol,0.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/extglob/node_modules/success-symbol,git+https://github.com/jonschlinkert/success-symbol,MIT,MIT,MIT,MIT
supports-color,2.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/chalk/node_modules/supports-color,git+https://github.com/chalk/supports-color,MIT,MIT,MIT,MIT
syntax-error,1.1.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/syntax-error,http://github.com/substack/node-syntax-error,MIT,MIT,MIT,MIT
tar,1.0.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/tar,http://github.com/isaacs/node-tar,BSD,BSD,,
ternary-stream,1.2.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-if/node_modules/ternary-stream,http://github.com/robrich/ternary-stream,MIT,MIT,,
text-table,0.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/text-table,http://github.com/substack/text-table,MIT,MIT,MIT,MIT
through,2.3.8,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react/node_modules/envify/node_modules/through,git+https://github.com/dominictarr/through,MIT,MIT,MIT,MIT
through2,1.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/through2,git+https://github.com/rvagg/through2,MIT,MIT,MIT,MIT
through2,2.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/through2,git+https://github.com/rvagg/through2,MIT,MIT,MIT,MIT
through2,0.6.5,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-plumber/node_modules/through2,git+https://github.com/rvagg/through2,MIT,MIT,MIT,MIT
through2,0.5.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/module-deps/node_modules/stream-combiner2/node_modules/through2,git+https://github.com/rvagg/through2,MIT,MIT,MIT,MIT
tildify,1.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/tildify,git+https://github.com/sindresorhus/tildify,MIT,MIT,MIT,MIT
timers-browserify,1.4.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/timers-browserify,http://github.com/jryans/timers-browserify,MIT,MIT,,
to-fast-properties,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/to-fast-properties,git+https://github.com/sindresorhus/to-fast-properties,MIT,MIT,MIT,MIT
tough-cookie,2.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/request/node_modules/tough-cookie,http://github.com/SalesforceEng/tough-cookie,BSD-3-Clause;GPL;LGPL;MPL,BSD-3-Clause,GPL;LGPL;MPL,
trim-right,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/trim-right,git+https://github.com/sindresorhus/trim-right,MIT,MIT,MIT,MIT
try-resolve,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/try-resolve,git+https://github.com/sebmck/try-resolve,MIT,MIT,,
tryor,0.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/defs/node_modules/tryor,git+https://github.com/olov/tryor,MIT,MIT,,
tty-browserify,0.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/tty-browserify,http://github.com/substack/tty-browserify,MIT,MIT,MIT,
tunnel-agent,0.4.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/request/node_modules/tunnel-agent,git+https://github.com/mikeal/tunnel-agent,Apache,,Apache,
type-check,0.3.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/optionator/node_modules/type-check,http://github.com/gkz/type-check,MIT,MIT,,MIT
type-is,1.6.6,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/type-is,git+https://github.com/jshttp/type-is,MIT,MIT,MIT,
typedarray,0.0.6,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/concat-stream/node_modules/typedarray,http://github.com/substack/typedarray,MIT,MIT,,MIT
uglify-js,2.4.19,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-uglify/node_modules/uglify-js,git+https://github.com/mishoo/UglifyJS2,BSD,BSD,BSD,
uglify-to-browserify,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-uglify/node_modules/uglify-js/node_modules/uglify-to-browserify,git+https://github.com/ForbesLindesay/uglify-to-browserify,MIT,MIT,,
uid-number,0.0.5,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/npmconf/node_modules/uid-number,http://github.com/isaacs/uid-number,ISC,ISC,ISC,
umd,3.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/browser-pack/node_modules/umd,git+https://github.com/ForbesLindesay/umd,MIT,MIT,,MIT
unique-stream,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/unique-stream,git+https://github.com/eugeneware/unique-stream,BSD,BSD,,
unpipe,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/finalhandler/node_modules/unpipe,git+https://github.com/stream-utils/unpipe,MIT,MIT,MIT,
url,0.10.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/url,git+https://github.com/defunctzombie/node-url,MIT,MIT,MIT,
user-home,1.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/user-home,git+https://github.com/sindresorhus/user-home,MIT,MIT,MIT,MIT
util,0.10.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/util,http://github.com/defunctzombie/node-util,MIT,MIT,,
util-deprecate,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-minify-css/node_modules/readable-stream/node_modules/util-deprecate,http://github.com/TooTallNate/util-deprecate,MIT,MIT,MIT,MIT
